"map";"started_timestamp";"duration";"irl_duration";"game_id";"avg_elo";"num_players";"team_0_elo";"team_1_elo";"replay_enhanced";"leaderboard";"mirror";"patch";"raw_match_type";"game_type";"game_speed";"starting_age"
"marketplace";"2024/04/09 18:05:48";"74.8";"44";"304908562";"548,500000000000";"2";"540,000000000000";"557,000000000000";FALSE;"random_map";FALSE;"107882";"6";"random_map";"normal";"dark"
"land_nomad";"2024/04/09 18:14:15";"3649.9";"2147";"304910165";"844,250000000000";"4";"837,000000000000";"851,500000000000";FALSE;"team_random_map";FALSE;"107882";"7";"random_map";"normal";"dark"
"megarandom";"2024/04/10 19:25:32";"1737.4";"1022";"305122864";"956,000000000000";"2";"946,000000000000";"966,000000000000";FALSE;"random_map";FALSE;"107882";"6";"random_map";"normal";"dark"
"megarandom";"2024/04/10 17:43:40";"1567.4";"922";"305103279";"929,000000000000";"2";"928,000000000000";"930,000000000000";FALSE;"random_map";FALSE;"107882";"6";"random_map";"normal";"dark"
"four_lakes";"2024/04/11 17:26:56";"2714.9";"1597";"305287083";"602,500000000000";"2";"649,000000000000";"556,000000000000";FALSE;"random_map";FALSE;"107882";"6";"random_map";"normal";"dark"
"four_lakes";"2024/04/11 17:55:34";"2051.9";"1207";"305292242";"573,500000000000";"2";"603,000000000000";"544,000000000000";FALSE;"random_map";FALSE;"107882";"6";"random_map";"normal";"dark"
"arabia";"2024/04/11 16:59:46";"3398.3";"1999";"305282034";"945,500000000000";"2";"931,000000000000";"960,000000000000";FALSE;"random_map";FALSE;"107882";"6";"random_map";"normal";"dark"
"arabia";"2024/04/13 18:43:34";"1856.4";"1092";"305775826";"1016,500000000000";"2";"1015,000000000000";"1018,000000000000";FALSE;"random_map";FALSE;"107882";"6";"random_map";"normal";"dark"
"megarandom";"2024/04/13 18:11:52";"1922.7";"1131";"305768436";"1017,500000000000";"2";"1015,000000000000";"1020,000000000000";FALSE;"random_map";FALSE;"107882";"6";"random_map";"normal";"dark"
"megarandom";"2024/04/13 18:08:50";"20.4";"12";"305767725";"1001,000000000000";"2";"999,000000000000";"1003,000000000000";FALSE;"random_map";FALSE;"107882";"6";"random_map";"normal";"dark"
"megarandom";"2024/04/13 18:33:42";"652.8";"384";"305773617";"1001,500000000000";"2";"999,000000000000";"1004,000000000000";FALSE;"random_map";FALSE;"107882";"6";"random_map";"normal";"dark"
"land_nomad";"2024/04/13 17:32:26";"3119.5";"1835";"305759409";"747,375000000000";"8";"746,000000000000";"748,750000000000";FALSE;"team_random_map";FALSE;"107882";"9";"random_map";"normal";"dark"
"marketplace";"2024/04/13 10:28:46";"2135.2";"1256";"305676038";"928,500000000000";"2";"916,000000000000";"941,000000000000";FALSE;"random_map";FALSE;"107882";"6";"random_map";"normal";"dark"
"team_islands";"2024/03/31 19:43:23";"3366";"1980";"302845261";"961,500000000000";"6";"981,333333333333";"941,666666666667";FALSE;"team_random_map";FALSE;"107882";"8";"random_map";"normal";"dark"
"megarandom";"2024/03/31 20:20:42";"8500";"5000";"302855174";"927,166666666667";"6";"926,666666666667";"927,666666666667";FALSE;"team_random_map";FALSE;"107882";"8";"random_map";"normal";"dark"
"megarandom";"2024/03/31 19:05:58";"3345.6";"1968";"302835866";"959,333333333333";"6";"957,333333333333";"961,333333333333";FALSE;"team_random_map";FALSE;"107882";"8";"random_map";"normal";"dark"
"arena";"2024/04/03 18:43:29";"2254.2";"1326";"303521007";"893,333333333333";"6";"883,000000000000";"903,666666666667";FALSE;"team_random_map";FALSE;"107882";"8";"random_map";"normal";"dark"
"arena";"2024/04/03 19:09:58";"156.4";"92";"303526629";"891,125000000000";"8";"895,000000000000";"887,250000000000";FALSE;"team_random_map";FALSE;"107882";"9";"random_map";"normal";"dark"
"land_nomad";"2024/04/04 15:58:43";"3694.1";"2173";"303708811";"878,750000000000";"4";"889,500000000000";"868,000000000000";FALSE;"team_random_map";FALSE;"107882";"7";"random_map";"normal";"dark"
"arena";"2024/04/04 10:58:14";"3830.1";"2253";"303660973";"857,166666666667";"6";"875,000000000000";"839,333333333333";FALSE;"team_random_map";FALSE;"107882";"8";"random_map";"normal";"dark"
"land_nomad";"2024/04/03 19:14:48";"4828";"2840";"303527789";"904,375000000000";"8";"899,000000000000";"909,750000000000";FALSE;"team_random_map";FALSE;"107882";"9";"random_map";"normal";"dark"
"haboob";"2024/03/24 19:51:22";"2179.4";"1282";"301147069";"1003,500000000000";"2";"999,000000000000";"1008,000000000000";FALSE;"random_map";FALSE;"107882";"6";"random_map";"normal";"dark"
"arabia";"2024/03/20 20:12:38";"1535.1";"903";"300149192";"987,000000000000";"2";"983,000000000000";"991,000000000000";FALSE;"random_map";FALSE;"107882";"6";"random_map";"normal";"dark"
"arena";"2024/03/10 07:12:37";"2531.3";"1489";"297717700";"1021,500000000000";"6";"1029,000000000000";"1014,000000000000";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"oasis";"2024/03/10 11:11:19";"4350.3";"2559";"297751171";"1001,875000000000";"8";"1022,000000000000";"981,750000000000";FALSE;"team_random_map";FALSE;"104954";"9";"random_map";"normal";"dark"
"land_nomad";"2024/03/10 20:07:09";"3291.2";"1936";"297878918";"939,166666666667";"6";"944,333333333333";"934,000000000000";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"oasis";"2024/03/10 19:36:04";"2745.5";"1615";"297869900";"960,166666666667";"6";"960,333333333333";"960,000000000000";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"megarandom";"2024/03/10 20:43:33";"3813.1";"2243";"297889437";"932,166666666667";"6";"927,666666666667";"936,666666666667";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"megarandom";"2024/03/15 20:23:39";"2414";"1420";"298954729";"953,333333333333";"6";"944,000000000000";"962,666666666667";FALSE;"team_random_map";FALSE;"107882";"8";"random_map";"normal";"dark"
"arabia";"2024/03/15 22:43:30";"1939.7";"1141";"298987415";"1005,500000000000";"2";"1013,000000000000";"998,000000000000";FALSE;"random_map";FALSE;"107882";"6";"random_map";"normal";"dark"
"nomad";"2024/03/15 21:46:40";"3383";"1990";"298974503";"980,333333333333";"6";"978,333333333333";"982,333333333333";FALSE;"team_random_map";FALSE;"107882";"8";"random_map";"normal";"dark"
"arabia";"2024/03/15 20:52:06";"4982.7";"2931";"298961640";"975,333333333333";"6";"989,666666666667";"961,000000000000";FALSE;"team_random_map";FALSE;"107882";"8";"random_map";"normal";"dark"
"nomad";"2024/03/16 06:48:41";"1567.4";"922";"299069567";"966,750000000000";"8";"970,750000000000";"962,750000000000";FALSE;"team_random_map";FALSE;"107882";"9";"random_map";"normal";"dark"
"arabia";"2024/03/04 19:04:54";"3061.7";"1801";"296458384";"929,666666666667";"6";"925,666666666667";"933,666666666667";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"goldenpit";"2024/03/06 20:19:02";"3350.7";"1971";"296896106";"960,166666666667";"6";"970,666666666667";"949,666666666667";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"megarandom";"2024/03/06 19:33:57";"4093.6";"2408";"296886135";"933,833333333333";"6";"933,666666666667";"934,000000000000";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"arena";"2024/03/07 06:20:18";"3644.8";"2144";"296986545";"992,250000000000";"8";"998,250000000000";"986,250000000000";FALSE;"team_random_map";FALSE;"104954";"9";"random_map";"normal";"dark"
"goldenpit";"2024/03/07 17:08:32";"1514.7";"891";"297064770";"971,500000000000";"4";"977,500000000000";"965,500000000000";FALSE;"team_random_map";FALSE;"104954";"7";"random_map";"normal";"dark"
"oasis";"2024/03/07 19:14:15";"2665.6";"1568";"297087586";"1008,833333333333";"6";"1018,666666666667";"999,000000000000";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"arena";"2024/03/07 18:15:22";"5016.7";"2951";"297076337";"976,500000000000";"4";"974,500000000000";"978,500000000000";FALSE;"team_random_map";FALSE;"104954";"7";"random_map";"normal";"dark"
"oasis";"2024/03/07 20:56:53";"4707.3";"2769";"297109929";"1019,166666666667";"6";"1023,666666666667";"1014,666666666667";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"arabia";"2024/03/08 06:38:43";"3537.7";"2081";"297195520";"1025,666666666667";"6";"1023,000000000000";"1028,333333333333";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"land_nomad";"2024/03/08 19:40:02";"2968.2";"1746";"297312392";"995,000000000000";"6";"1008,000000000000";"982,000000000000";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"megarandom";"2024/03/08 18:18:01";"2696.2";"1586";"297295261";"1037,500000000000";"6";"1027,666666666667";"1047,333333333333";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"nomad";"2024/03/08 21:02:18";"2864.5";"1685";"297331983";"1018,125000000000";"8";"1017,750000000000";"1018,500000000000";FALSE;"team_random_map";FALSE;"104954";"9";"random_map";"normal";"dark"
"arena";"2024/03/08 20:21:40";"3347.3";"1969";"297322125";"1011,375000000000";"8";"1012,750000000000";"1010,000000000000";FALSE;"team_random_map";FALSE;"104954";"9";"random_map";"normal";"dark"
"arena";"2024/03/08 16:28:11";"2470.1";"1453";"297273889";"1059,000000000000";"6";"1056,333333333333";"1061,666666666667";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"shoals";"2024/02/27 19:42:45";"6471.9";"3807";"295122130";"925,833333333333";"6";"925,666666666667";"926,000000000000";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"shoals";"2024/02/27 20:50:24";"3899.8";"2294";"295136077";"978,333333333333";"6";"1015,000000000000";"941,666666666667";FALSE;"team_random_map";FALSE;"104954";"8";"random_map";"normal";"dark"
"socotra";"2024/02/18 07:32:09";"889.1";"523";"292966809";"984,625000000000";"8";"970,750000000000";"998,500000000000";TRUE;"team_random_map";FALSE;"99311";"9";"random_map";"normal";"dark"
"michi";"2024/02/18 06:41:35";"3825";"2250";"292961007";"917,750000000000";"4";"905,000000000000";"930,500000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"michi";"2024/02/18 09:45:23";"3876";"2280";"292983133";"855,500000000000";"6";"845,333333333333";"865,666666666667";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"socotra";"2024/02/18 16:07:15";"1805.4";"1062";"293055771";"926,500000000000";"4";"933,000000000000";"920,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"socotra";"2024/02/18 19:16:24";"2227";"1310";"293102598";"848,000000000000";"6";"852,666666666667";"843,333333333333";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"arena";"2024/02/18 09:16:13";"2815.2";"1656";"292979451";"951,250000000000";"4";"938,000000000000";"964,500000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"african_clearing";"2024/02/19 07:14:42";"3940.6";"2318";"293227385";"941,166666666667";"6";"924,000000000000";"958,333333333333";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"socotra";"2024/02/19 10:28:37";"3422.1";"2013";"293243578";"930,250000000000";"8";"924,250000000000";"936,250000000000";FALSE;"team_random_map";FALSE;"99311";"9";"random_map";"normal";"dark"
"michi";"2024/02/19 19:04:15";"2211.7";"1301";"293323244";"922,750000000000";"4";"928,000000000000";"917,500000000000";TRUE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"socotra";"2024/02/20 17:47:18";"3530.9";"2077";"293521041";"908,750000000000";"4";"900,500000000000";"917,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"arabia";"2024/02/20 14:50:22";"3663.5";"2155";"293491263";"897,333333333333";"6";"903,333333333333";"891,333333333333";TRUE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"arabia";"2024/02/21 17:46:47";"2798.2";"1646";"293727521";"891,750000000000";"4";"912,500000000000";"871,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"arena";"2024/02/21 19:30:22";"3078.7";"1811";"293747336";"883,000000000000";"4";"878,000000000000";"888,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"lombardia";"2024/02/22 17:35:41";"4766.8";"2804";"293931006";"933,000000000000";"8";"935,250000000000";"930,750000000000";FALSE;"team_random_map";FALSE;"99311";"9";"random_map";"normal";"dark"
"hideout";"2024/02/22 15:01:59";"4090.2";"2406";"293904478";"906,250000000000";"8";"904,250000000000";"908,250000000000";FALSE;"team_random_map";FALSE;"99311";"9";"random_map";"normal";"dark"
"migration";"2024/02/22 17:02:29";"1530";"900";"293925086";"834,750000000000";"4";"812,500000000000";"857,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"lombardia";"2024/02/23 22:31:09";"3389.8";"1994";"294214887";"944,666666666667";"6";"941,666666666667";"947,666666666667";TRUE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"hideout";"2024/02/23 21:06:48";"3689";"2170";"294195707";"904,000000000000";"6";"898,333333333333";"909,666666666667";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"nomad";"2024/02/23 21:47:50";"3524.1";"2073";"294205353";"931,833333333333";"6";"925,000000000000";"938,666666666667";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"coastal_forest";"2024/02/23 20:28:38";"3391.5";"1995";"294186565";"896,333333333333";"6";"893,333333333333";"899,333333333333";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"shoals";"2024/02/23 19:48:10";"3532.6";"2078";"294177189";"870,000000000000";"6";"878,000000000000";"862,000000000000";TRUE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"socotra";"2024/02/11 08:11:09";"2786.3";"1639";"291399506";"936,000000000000";"6";"936,333333333333";"935,666666666667";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"arabia";"2024/02/11 18:04:47";"2643.5";"1555";"291507666";"944,333333333333";"6";"941,333333333333";"947,333333333333";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"arena";"2024/02/11 07:40:41";"2747.2";"1616";"291396386";"991,000000000000";"8";"996,000000000000";"986,000000000000";FALSE;"team_random_map";FALSE;"99311";"9";"random_map";"normal";"dark"
"michi";"2024/02/11 18:33:41";"6461.7";"3801";"291514838";"902,500000000000";"8";"897,250000000000";"907,750000000000";FALSE;"team_random_map";FALSE;"99311";"9";"random_map";"normal";"dark"
"nomad";"2024/02/11 07:35:36";"73.1";"43";"291395860";"845,166666666667";"6";"851,000000000000";"839,333333333333";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"land_nomad";"2024/02/11 11:33:25";"3117.8";"1834";"291424651";"873,333333333333";"6";"867,666666666667";"879,000000000000";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"arabia";"2024/02/12 20:45:31";"2561.9";"1507";"291759857";"884,333333333333";"6";"825,000000000000";"943,666666666667";TRUE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"socotra";"2024/02/12 21:15:32";"2471.8";"1454";"291766552";"965,833333333333";"6";"968,666666666667";"963,000000000000";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"socotra";"2024/02/12 18:36:20";"3910";"2300";"291730556";"930,000000000000";"4";"925,000000000000";"935,000000000000";TRUE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"arabia";"2024/02/13 20:26:16";"2978.4";"1752";"291970741";"965,750000000000";"8";"955,000000000000";"976,500000000000";FALSE;"team_random_map";FALSE;"99311";"9";"random_map";"normal";"dark"
"socotra";"2024/02/13 12:58:41";"3141.6";"1848";"291887265";"970,625000000000";"8";"963,750000000000";"977,500000000000";TRUE;"team_random_map";FALSE;"99311";"9";"random_map";"normal";"dark"
"socotra";"2024/02/13 14:04:44";"1275";"750";"291897176";"943,500000000000";"4";"919,500000000000";"967,500000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"socotra";"2024/02/13 18:43:07";"2776.1";"1633";"291947351";"933,000000000000";"8";"927,750000000000";"938,250000000000";TRUE;"team_random_map";FALSE;"99311";"9";"random_map";"normal";"dark"
"socotra";"2024/02/15 17:59:07";"2646.9";"1557";"292340386";"956,000000000000";"4";"955,500000000000";"956,500000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"nomad";"2024/02/17 16:44:20";"2487.1";"1463";"292797955";"916,333333333333";"6";"919,333333333333";"913,333333333333";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"arena";"2024/02/17 18:39:39";"2799.9";"1647";"292823419";"1002,500000000000";"4";"982,500000000000";"1022,500000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"arena";"2024/02/17 08:36:49";"3085.5";"1815";"292712713";"953,500000000000";"4";"946,000000000000";"961,000000000000";FALSE;"team_random_map";FALSE;"99311";NA;"random_map";"normal";"dark"
"arabia";"2024/02/04 13:43:23";"73.1";"43";"289919312";"944,250000000000";"4";"937,500000000000";"951,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"arabia";"2024/02/04 07:59:29";"2514.3";"1479";"289865853";"947,500000000000";"8";"930,750000000000";"964,250000000000";FALSE;"team_random_map";FALSE;"99311";"9";"random_map";"normal";"dark"
"nomad";"2024/02/04 07:33:47";"2038.3";"1199";"289862979";"949,000000000000";"4";"935,000000000000";"963,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"highland";"2024/02/05 12:09:34";"3558.1";"2093";"290146031";"895,833333333333";"6";"895,666666666667";"896,000000000000";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"arena";"2024/02/06 15:23:40";"3279.3";"1929";"290380618";"912,500000000000";"4";"929,000000000000";"896,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"michi";"2024/02/07 20:35:08";"4178.6";"2458";"290642666";"841,333333333333";"6";"844,333333333333";"838,333333333333";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"socotra";"2024/02/07 20:15:49";"1640.5";"965";"290638452";"865,833333333333";"6";"866,000000000000";"865,666666666667";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"arena";"2024/02/08 18:07:28";"4397.9";"2587";"290796332";"913,000000000000";"4";"916,000000000000";"910,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"socotra";"2024/02/08 13:07:24";"1873.4";"1102";"290745650";"895,000000000000";"4";"901,000000000000";"889,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"arabia";"2024/02/08 13:31:32";"1737.4";"1022";"290749247";"905,250000000000";"4";"893,000000000000";"917,500000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"arena";"2024/02/09 09:28:49";"4316.3";"2539";"290932245";"1028,250000000000";"4";"1051,000000000000";"1005,500000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"arabia";"2024/02/10 10:07:50";"3323.5";"1955";"291162093";"935,250000000000";"4";"943,000000000000";"927,500000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"socotra";"2024/02/10 09:25:13";"3794.4";"2232";"291157041";"911,000000000000";"8";"903,500000000000";"918,500000000000";FALSE;"team_random_map";FALSE;"99311";"9";"random_map";"normal";"dark"
"baltic";"2024/01/28 20:15:22";"3721.3";"2189";"288475029";"886,500000000000";"6";"882,000000000000";"891,000000000000";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"nomad";"2024/01/28 19:27:09";"4564.5";"2685";"288462152";"913,166666666667";"6";"906,333333333333";"920,000000000000";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"migration";"2024/01/28 20:57:28";"2733.6";"1608";"288485999";"917,666666666667";"6";"906,666666666667";"928,666666666667";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"nomad";"2024/01/28 08:02:46";"2330.7";"1371";"288330546";"940,750000000000";"4";"937,000000000000";"944,500000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"steppe";"2024/01/28 09:13:32";"2833.9";"1667";"288339289";"974,250000000000";"4";"972,500000000000";"976,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"megarandom";"2024/01/29 18:19:37";"1768";"1040";"288657993";"516,000000000000";"2";"494,000000000000";"538,000000000000";FALSE;"random_map";FALSE;"99311";"6";"random_map";"normal";"dark"
"migration";"2024/01/29 19:29:16";"4154.8";"2444";"288671681";"831,166666666667";"6";"831,333333333333";"831,000000000000";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"four_lakes";"2024/01/29 18:52:19";"3270.8";"1924";"288664155";"513,500000000000";"2";"499,000000000000";"528,000000000000";FALSE;"random_map";FALSE;"99311";"6";"random_map";"normal";"dark"
"highland";"2024/02/01 21:08:20";"4132.7";"2431";"289289337";"899,000000000000";"6";"886,333333333333";"911,666666666667";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"baltic";"2024/02/01 20:33:26";"3172.2";"1866";"289282029";"893,333333333333";"6";"890,666666666667";"896,000000000000";TRUE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"arena";"2024/02/02 19:17:29";"3292.9";"1937";"289476194";"888,500000000000";"4";"889,000000000000";"888,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"ghost_lake";"2024/02/02 19:52:26";"2747.2";"1616";"289483757";"897,750000000000";"4";"895,500000000000";"900,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"arena";"2024/02/02 18:49:58";"2539.8";"1494";"289470536";"914,000000000000";"4";"908,000000000000";"920,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"highland";"2024/02/03 14:36:22";"3634.6";"2138";"289669204";"953,500000000000";"6";"958,666666666667";"948,333333333333";FALSE;"team_random_map";FALSE;"99311";"8";"random_map";"normal";"dark"
"arena";"2024/02/03 19:36:12";"5326.1";"3133";"289734114";"979,500000000000";"2";"977,000000000000";"982,000000000000";FALSE;"random_map";FALSE;"99311";"6";"random_map";"normal";"dark"
"nomad";"2024/02/03 08:36:43";"4061.3";"2389";"289612139";"884,250000000000";"4";"882,500000000000";"886,000000000000";FALSE;"team_random_map";FALSE;"99311";"7";"random_map";"normal";"dark"
"arabia";"2024/02/03 08:14:43";"1761.2";"1036";"289609539";"908,875000000000";"8";"896,000000000000";"921,750000000000";FALSE;"team_random_map";FALSE;"99311";"9";"random_map";"normal";"dark"
"arena";"2024/02/03 11:19:47";"6011.2";"3536";"289633106";"933,500000000000";"8";"939,500000000000";"927,500000000000";FALSE;"team_random_map";FALSE;"99311";"9";"random_map";"normal";"dark"
